title,company,salary,description,link
UI Designer - Internship,PT HZN Teknologi Indonesia (Horizon),None,"THIS IS AN INTERNSHIP POSITION HZN is a stealth startup company working on the next-generation supply chain and logistics platform. By joining our team you are going to work in a small and collaborative engineering team. Our ""ethics"" is Startup but our processes and procedures are ""enterprise"". We focus to deliver world-class software with emphasis on user experience and quality. Requirements Knowledge of User Interface design trends Knowledge of Design Systems Great attention to details Experience with Figma Knowledge of User Experience design workflow Responsibilities Design UI components Design Views Working with the product manager, and other UI designers. Participate actively in design discussion Program Length 3 - 6 months Required skills UI/UX Design, Industrial Design, Experience Design, Interactive Design, User Experience (UX) Design, Design Research, Interaction Design, Design Thinking Job Type: Internship Contract length: 3-6 months",https://id.indeed.com/company/PT-HZN-Teknologi-Indonesia/jobs/Ui-Designer-52f8030eeeb221bd?fccid=9a82e5add6f1ba8f&vjs=3
Operations IT Engineer - AquaEasy,Bosch Group,None,"Company Description  AquaEasy (a Bosch company) is the Best AI platform for aquaculture. We welcome talents to join a cross functional high energy team, developing IoT solutions revolutionizing the industry. We want to make history with you, transforming aquaculture from art to science and to feed the world of tomorrow.   Job Description  The incumbent will be required to support data driven AI automation systems and solutions for aquaculture farming: Responsible to support AIoT software Operations: Monitor, provide technical support and analytical feedback on data related to daily farming operations Perform operational data collection, and other necessary deployment or installation tasks related to AquaEasy products and service Troubleshooting, debugging, and fixing issues related to daily farm operations using AquaEasy products and services. Participate or lead quality or safety investigations and implementing actions resulting from these investigations Provide training to end users on AquaEasy products and services. Improve, propose new and support existing and future AquaEasy products and services   Qualifications  Minimum Diploma in computer science, software engineering, IT or relevant field Working knowledge and experience with Linux based OS such as Ubuntu Familiar with doing remote debugging and troubleshooting Working knowledge of modern software development principles Hunger to learn and ability to pick up new knowledge fast Resourceful when it comes to problem solving High energy, pro-active, responsible, independent, self-motivated and diligent Caring for team and customers with excellent people skill Good communicator, both written and verbal (English & Bahasa Indonesia) Highly mobile for deployment across Indonesia (up to 70% domestic travel)  Additional Information  https://www.aquaeasy.life/",https://id.indeed.com/rc/clk?jk=addde28facd92ebd&fccid=a2faf1301ac6ad4b&vjs=3
QA Engineer / Software Tester,HashMicro Pte Ltd,None,"Responsibilities: Create and execute detailed, comprehensive and well-structured test plans and test cases Estimate, prioritize, plan and coordinate testing activities Learn product's flow and new features Control product releases from development to staging to production Design, develop and execute automation scripts using open source tools Identify, record, document thoroughly and track bugs Perform thorough regression testing when bugs are resolved Develop and apply testing processes for new and existing products to meet client needs Liaise with internal teams (e.g. developers and product managers) to identify system requirements Monitor debugging process results and investigate the causes of non-conforming software Track quality assurance metrics, like defect densities and open defect counts Stay up-to-date with new testing tools and test strategies Identifying and resolving workflow and production issues. Addressing and discussing issues and proposed solutions with superiors. Documenting quality assurance activities and creating audit reports. Making recommendations for improvement. Qualifications: Proficient in at least one programming language and database management to be able to understand and communicate effectively with developer team Candidates must possess at least a Bachelor's Degree in Computer Science/Information Technology or equivalent. Certificate in quality assurance is a plus. Previous experience in quality assurance or similar field is a plus. Working knowledge of tools, methods, and concepts of quality assurance. Good communication skills, both verbal and written. Excellent data collection and analysis skills. Strong attention to detail. Experience in writing clear, concise and comprehensive test plans and test cases is a plus Fresh Graduates welcome to apply Benefits: Competitive salary, based on result-oriented personal performance review Significant career growth opportunities, based on personal performance review every 6 months",https://id.indeed.com/rc/clk?jk=3d4534321db60744&fccid=91393f421d881e72&vjs=3
Software Engineer - Rewards Platform,Traveloka,None,"About Traveloka Traveloka is Southeast Asia's lifestyle super app with a mission to fulfill the lifestyle aspirations of our users. Founded in 2012 by ex-Silicon Valley engineers, we set out to solve a central problem: simplifying travel from Indonesia to the world. That's how we became Indonesia's leading travel platform. Today we are so much more than that, our suite of products and services – spanning across travel, local services and financial services – provides our users with an end-to-end solution for their lifestyle needs. From transportation to accommodations, attractions to eateries, and insurance products to financial services, we want to empower the region's fast growing and highly aspirational consumers to enjoy new experiences and explore the world around them. Traveloka is more than just a workplace. It's a dynamic environment centered around the people, where you grow to be the best version of yourselves, creating positive impacts on society, and empower people to fulfill their lifestyle aspirations. Innovation, execution, and continuous development are the traits that Traveloka holds on consistently. Discover what it's really like to unlock your skills and potential through innovation at Traveloka. Job Description You will join a central platform team which are the backbone of all products in Traveloka, providing basic reusable building blocks and systems. Day-to-day responsibility will very be mostly on technical aspect of developing and ensuring our services good RAS (Reliability, Availability, Serviceability/Maintainability) and a discussion partner for other team member to build service with good RAS. You may work on system related to Rewards (Points, Coupon), Marketing Promotion System. You will face interesting challenge to build high scale & secure system while ensuring cost efficiency. You will work in cross-functional teams and meet great people regularly from top tier technology, marketing, product, or academic background. We work in open environment where there are no boundaries or power distance. Everyone is encouraged to speak their mind, propose ideas, influence others, and continuously grow themselves. Get the exposure to multi-aspect, collaborative, intensive startup experience with our recent expansion into Southeast Asia and exploration of new products. Requirements Having minimum 2 years of experience in software engineering, application development or system development. Experience in building system with high scalability (>20k rpm) involving storage, database, caching and CDN. Good fundamentals of software engineering concepts, design patterns, and algorithms. Experience in using Java, Kotlin (Optional), Terraform (or other IaC), AWS or other Cloud Provider. Curiosity to explore creative solutions and try new things.",https://id.indeed.com/rc/clk?jk=32ac6915e98e5c08&fccid=3de05aadd53064ae&vjs=3
Front-End Engineer Intern,PT Go Online Destinations (Pegipegi),None,"Possess strong problem solving. Ability to adapt in a fast-paced environment with strong commitment for learning. Ability to work collaboratively with others. Familiar with Javascript frameworks (Vue.js, Nuxt.js, React) is a plus Good understanding of software engineering concepts, algorithms, and design patterns. Knowledge in the travel/hospitality domain is an advantage.",https://id.indeed.com/rc/clk?jk=745aed863a54b1f8&fccid=b8214973682a1e3b&vjs=3
position,company,salary,description,link
Senior Database Administrator,Syscon Justice System,None,"The Database Administrator The Role Syscon Justice Systems is seeking a Database Administrator to strengthen its Software Engineering department. The Database Administrator's mission is to ensure that the database portfolio is available to all relevant users while maintaining their performance and safety. As a core member of the Software Engineering group, the Database Administrator is entrusted to successfully deliver on key deliverables such as production data-related triage, database set-up and optimization, data analysis of anomalies, and backup and restoration of databases. Essentially, the Database Administrator governs all our databases in both development and production environments and ensures that each of these databases is ready for use at the company and client levels. In addition to the timely and quality of software delivery for our clients, this role will also be responsible for providing process guidance and technical mentorship to all members of the organization. Additional responsibilities may be requested as the role evolves. Scope & Responsibilities Database Management: Ensures that all relevant databases (and their corresponding data) is readily available on-demand by performing key duties such as database installations, configurations, maintenance (re-indexing and archiving), upgrades, and data structure clean-up. Database Management: Supports requested database modifications to database structures and data migrations for project deliveries. Performance Tuning: Optimize system performance of all relevant databases to allow for near-instant response times through monitoring of database performances, database performance diagnostics, and performance-based designs. Database Security: Plan mitigation strategies and implement contingencies such as database back-ups, database restorations/recoveries, disaster mitigation protocols, and ensure data security compliance. Qualifications and Technology Must have 3+ years of experience in managing enterprise databases in both Oracle and PostgreSQL technologies Must be able to write efficient, complex queries against vast data sets. Must have experience with Oracle Application WebLogic Server, Oracle Identity, Oracle Database, Oracle Access Manager, Oracle Reports Must have strong skills in writing SQLS for any of the relational Databases (DB2,MS SQL Server, Oracle DB, Postgres, MySQL Must have excellent written and verbal communication skills and use of MS Office Prefer experience using Git, Docker, AWS, Azure Prefer experience using Jira, Confluence, and Salesforce Prefer education in Database Administration Character Openness to learn, adapt and improvise approach Open dialogue communicators who are solutions-focused Reliable, Responsible, and Respectful Humble and Ego-less approach to working with others Appreciate data and analytics Job Type: Full-time Salary: Rp1,000,000,000 - Rp2,500,000,000 per month",https://id.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AQaT4wFDoj1yN-qNdhQR796M4Ht9G2jhozO6jRbWcVzVRDjB8yIdXS1JX8IO-pVWqWtjxoWGACF8el6J04-c_eN1QCPcadR2OFaX2fXJ9KavOahvda1JM703EsK6TYJ4otfmL4nAaLZbxWEaJk9pu980Tr2flEtbZoT1vLkoP4XT9-HRDjZTeiqxLZchcRJlKOHf50ZLs7hCwvCIOUUtWbcPubNx-KzIqC_wHKHj5nz1Ma6DaOBCTLexGxhYgHO_vfGIJka8noaGcfN1U-6b8RLIRL5sK2gYZbigA-cffY5Nw5YA5Fjp9V2lr1QfNGol53rBB77B4Rd6c24dL8i8sMGye5XmdZ8v_MN1vuh6Bxvu8rrN511vPrN9u5Grp_HRXgfmhytwH0YWwyZInkepLsbVwHjXRgkabVSKuJjJoajykCD0cV6dMpzbf7eb_nqTZvhAVX9YoNbsmWLrwdIVaNAgnt2o-vK4WmIl_FZuqLdLHtVo2oGB0J&p=0&fvj=1&vjs=3
Database Administrator (L1 Monitoring),PT. Dikstra Cipta Solusi,Rp. 4.000.000 - Rp. 5.000.000 per bulan,"baceQualifications: Having Knowledge / experience in Microsoft Windows & SQL Server Bachelor degree from IT Major (Fresh graduates are welcome) Having Certification is a plus. May be required to provide on-call support initiative, enthusiasm, and willingness to learn in a fluid and fast-paced environment. Good interpersonal and communication skills to interact effectively at any levels Shifting Work hours Jenis Pekerjaan: Penuh Waktu, Kontrak, Fresh Grad Gaji: Rp4.000.000 - Rp5.000.000 per bulan Pendidikan: S1 (Diwajibkan) Pengalaman: bekerja: 2 tahun (Diutamakan) Bahasa: Inggris (Diwajibkan) Lisensi/Sertifikasi: Sertifikasi Microsoft/Database (Diutamakan)",https://id.indeed.com/company/PT.-Dikstra-Cipta-Solusi/jobs/Database-Administrator-9edfef21bbc9bcfe?fccid=e878fa45ccb46731&vjs=3
Database Administrator Consultant,PT Niagaprima Paramitra,Rp. 6.000.000 - Rp. 12.000.000 per bulan,"Job Description : Responsible for maintaining the integrity and performance of customer databases Will be participating in system testing, upgrade, install activities in various environments Responding in a timely manner to user-reported errors. Excellent problem-solver and communicator that is fluent in most data manipulation languages Requirements : Bachelor Degree of Information Technology, System Information or Computer Engineer/Science Minimum of 2 years experience as database administrator The candidate must have knowledge of database like: Oracle, SQL Server, PostgreSQL, MongoDB Able to work in flexible hours Confidence working under pressure Analytical mindset and good problem-solving skills. High initiatives, excellent team work, and customer business oriented Good communication and interpersonal skill Jenis Pekerjaan: Penuh Waktu Gaji: Rp6.000.000 - Rp12.000.000 per bulan Pendidikan: S1 (Diutamakan) Pengalaman: Database Administrator: 2 tahun (Diutamakan)",https://id.indeed.com/company/PT-Niagaprima-Paramitra/jobs/Database-Administrator-Consultant-4bd2caa0502be6f3?fccid=daf077f4ca5b0bad&vjs=3
"IT ENGINEER, Database Administrator",Micron,None,"Our vision is to transform how the world uses information to enrich life for all. Join an inclusive team passionate about one thing: using their expertise in the relentless pursuit of innovation for customers and partners. The solutions we build help make everything from virtual reality experiences to breakthroughs in neural networks possible. We do it all while committing to integrity, sustainability, and giving back to our communities. Because doing so can fuel the very innovation we are pursuing.JR21106 IT ENGINEER, Database Administrator Responsibilities: âŽ»ProvideL2supportin incident,request, changeandproblemmanagementrelated to database operations, ETL and Data Virtualization (DV) platform. âŽ»Provide L2 support covering 24/7 and participate in Major incidents. âŽ»EnsureSLA for incidents and service requests are met with high quality of work. âŽ»Ensure KPIs,such asbreach case target, MTTR and escalation target is met. âŽ»Install and upgrade database systems, apply patches andimplement changes when required. âŽ»Diagnose and troubleshoot database errors ensuring high availability of database systems and DV plat. âŽ»Manage database access, backups and ensure compliance to database and security standards. âŽ»Monitor database performance proactivelyand perform analysis of cases to prevent recurring issues. âŽ»Identify initiatives to reduce incidents and improve team productivity and efficiency âŽ»Review and enhance database monitoring when required. âŽ»Develop processes and operation procedures/documentations related to database operations. âŽ»Create and manage database reports, visualizations, and dashboards related database operations. âŽ»Perform capacity planning and participate in DisasterRecovery drill. âŽ»Opportunity to progress to a Team Leader that coordinates the support activities within a shift team. Requirements: âŽ»Bachelor'sor Master'sdegree Computer Science, Electrical & Electronics/Computer/SoftwareEngineering, Information Systems or related fields. âŽ»Fresh graduates are welcome to apply. Candidates with minimum 4 years of relevant working experience may be considered for a senior position. âŽ»Experienced candidates need to be proficient in at least one of the following: Microsoft SQL Server Oracle Database âŽ»Good understanding and hands-on experience in the following areas will be advantageous: Linux and Windows operation systems. Programmingand scriptinglanguages such as Java,PowerShelland Python. âŽ»Effective oral and writtencommunication skills âŽ»Flexible to work on any shift. âŽ»Experienced candidate with strong interest and experience in IT Service Management (ITSM) will be considered for senior/supervisor position. Please note that in order to assist in providing a safe and healthy workplace for all Micron team members, new employment offers for jobs based in India, Malaysia, Singapore, and the U.S., are contingent upon the applicant's provision of a copy of their COVID-19 vaccination document to Micron on a confidential basis prior to their scheduled start date confirming that they have completed the COVID-19 vaccination process, subject to any written request for medical or religious accommodation and to the extent permitted by applicable law.  All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.  Micron Prohibits the use of child labor and complies with all applicable laws, rules, regulations, and other international and industry labor standards. Micron does not charge candidates any recruitment fees or unlawfully collect any other payment from candidates as consideration for their employment with Micron.",https://id.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B32quDr5OdJJ9JthlCsHy5zjIUn4kVkLmV40XIiLuqfboflXCuQwTLrUAwexb7VuiUc-YHLGGTUlja_ZnTHMfioEjq0pgfCTfUlJ5LudWNks1U31K60sQkoCODd4q9DUNlzAMZxNfny2ogwhNLf6Ve23b1wcaF-bF2ot23ubqFYWWSfs1cQn1sg6uhSeAX7YZGpnkr5OXmfAaCc-y8fEke_fbi4ZesWaKBWM7AffYXA1WyOM0jwSS884H6-ozXyMxy3dVJRid6rOkBjmmG6ZVaPNWy_Ah61jWiUDltNLb1cUbzy17q3X1KIhtrgyzJO7F2AWG2_9SjthrlI3IrbGwJnSqEFJ2JoSPITSswSrMzgvlHPQhrdNK0pnl-EjQoJsrEiwICcOyhNwr-L7mh56APt7YN0tLwQZLKUeVhx6WcWSvM4O56GAnGBwRzTqJDvC0tNm9LV00NM2qfZvhq15wGZE7fGgrYnOAYr9CnoNbSuQgh944abGdBJURRGhYUzVAoTey88a_YpWSeVbmMz1vbaABRqlAAdsY3ADRz4aDlFx5WOnmoKbMiO-30KNkkaDJxbkgu73vrkyJjW9WSrE6cTyoiRVIdOfMbMDD8KbEJysuu1BlVzecCZhdi-iQAu2eylPf8a0IJOtfOBtts87UYOdhQ5hRt41GiHibgVlaoZDyZdD8Ga64YopkWT-IS0jDdff1_gdn-MLQ7j2AaFf5UAlpvEzqxJVMFzOaWPuZrtBWqYPDHIzKTeT85xQ4WZ9SUHYWygb0L0jrZkky824Ow-zUN8A7VIMtLXiZp2jVqMC3hMgOHJbLEOTv3jTh2rZ9bBSzCz6rsKpeOJSweopqfHnyo5KGLRrDzOFrxHbYhnAVg_m1NpkgY&p=3&fvj=0&vjs=3
Project Administrator,PT ODG Indonesia,None,"Persyaratan  Minimum diploma majoring in civil management or office administration or other majors who study administration. Fresh graduates are allowed but preferably with at least 1-year experience as project admin. Willing to be placed in remote project areas throughout Indonesia.  Can operate office software and be able to present reports in the form of executive summary based on the raw report data obtained.  Knowing about project management systems/ equivalent both in software and hard reports.  Good communication skills in Indonesian and English, negotiation, analysis, ability to adapt to various cultures and languages, as well as the basics of administration and archiving. Tanggung Jawab  Carry out project data collection and documentation related to the progress of work (the amount of work that has been done, the materials and work tools used, the number of workers and their movements, and other expenses) in the form of database contents or timeline forms that have been made and keep data accurate and up to date to date. Record for the preparation of EOT (Extension of Time), including delay/ stopped/ deviation.  Forwarding the ordering of materials, work tools or transmittal assets and labour requirements needed by the project to the head office and updating them to the project register or timeline form that has been created  Carry out public relations and secretariat functions including but not limited to sending, receiving and filing correspondence, billing documents, receipts, minutes of meetings with clients, to receiving feedback, complaints, requests for additional work from clients and local government.  Carry out the fulfillment of general needs at sites including but not limited to access to electricity, telecommunications, consumption supplies, vehicles, to certifications and permits based on regulations on local sites and government.  Any other reasonable duties as directed by the management or by own initiative within known skills, knowledge, and capabilities.  Disclaimer: melamar pekerjaan di Karir.com tidak dipungut biaya",https://id.indeed.com/rc/clk?jk=5d4f614ca3eb4dad&fccid=a823c2e450860e93&vjs=3
Database Administrator,Allianz Indonesia,None,"Bachelor from Computer Science, Mathematics, or related field required Good knowledge in Oravle Database and MS SQL Thorough understanding of file structues and design, information retrieval techqniques, file access methods",https://id.indeed.com/rc/clk?jk=aaff6b97f2666d19&fccid=bf422d4af99309b2&vjs=3
IT - Database Administrator,PT Prodia Widyahusada Tbk. (Prodia),None,"Installing, configuring, and implementing a new database in accordance with the targets and standards that have been set  Ensure standard documentation, installation & removal processes, and database configuration in accordance with applicable policies  Monitoring and maintenance of database structure, integration, and performance in all applications  Maintenance and risk mitigation in database operations  Provide suggestions for improvement and innovation in application / IT systems  Analysis and troubleshooting on applications and software database infrastructure at Head Office, regions, and branches.  Ensure IT services and support - Helpdesk runs well by paying attention to applicable policies, SLAs, and OLAs  Testing database integration and patching databases with applications and issuing test report documents before the implementation process in production.  Perform database management on a regular basis, backup and restore databases in accordance with applicable policies Bachelor's degree in Informatics Management, Computer Engineering, Information Technology, Information Systems, GPA min 3.00  Max 35 Years Old  Min 2 years working experience  Experience in maintaining enterprise database  Experience working with Windows/Linux operating system, MS Office applications, computer network, server",https://id.indeed.com/rc/clk?jk=1fe7e909af2fbedb&fccid=d4461fa6a9a8fbac&vjs=3
Database Administrator,Bank Central Asia - BCA,None,"Tentang Pekerjaan Perkembangan teknologi yang kian pesat merupakan salah satu tantangan yang harus dihadapi oleh semua perusahaan di Indonesia, termasuk BCA. Menjawab tantangan ini, BCA terus mengedepankan inovasi agar dapat senantiasa menjadi bank yang dapat diandalkan oleh masyarakat. Teknologi dan inovasi di bidang teknologi saat ini berkembang pesat, sehingga BCA membutuhkan Database Administrator yang bertanggung jawab dalam melakukan instalasi, konfigurasi, maintenance, troubleshoot dan capacity planning untuk setiap sistem database yang ada di BCA.. Terdapat 2 jalur untuk menjadi Database Administrator di IT BCA, yaitu: IT Staff. Karyawan akan melalui masa probation selama 3 bulan dan akan mendapatkan pembekalan teknis, buddy, dan mentor dari IT BCA. Jalur ini terbuka untuk Entry Level dan Experienced Professional. Karyawan PKWT (Perjanjian Kerja Waktu Tertentu). Karyawan PKWT akan menjalani masa kontrak selama 1 tahun dengan mendapatkan pembekalan teknis, pelatihan soft skill, buddy, dan mentor. Setelah menyelesaikan masa kontrak, karyawan PKWT berkesempatan diangkat menjadi karyawan tetap IT BCA. Jalur ini terbuka untuk Entry Level dan Experienced Professional. Persyaratan Minimal lulusan SMA IPA/SMK untuk jalur karyawan PKWT, dan S1 yang berkaitan dengan Teknik Informatika untuk jalur IT Staff IPK minimal 2.75 untuk lulusan Diploma/Sarjana dan nilai minimal 70 untuk lulusan SMA/SMK Usia maksimal 28 tahun Memiliki pemahaman yang kuat dalam konsep database, lebih disukai bila pernah melakukan manajemen/administrasi database Memiliki pengetahuan dalam pengoperasian sistem operasi seperti Windows, Unix, dan Linux Memiliki pengetahuan mengenai teknologi database seperti Oracle, SQL, PostgreSQL, dan MongoDB Memiliki pengetahuan mengenai Big Data dan infrastruktur Big Data. Bersedia ditempatkan di Jakarta / Tangerang Tahapan Seleksi Seleksi Administrasi Tes Online Wawancara Rekrutmen Wawancara User Tes Kesehatan Informasi Tambahan Sekilas tentang PT Bank Central Asia Tbk Berdiri sejak 1957, kami hadir di tengah masyarakat Indonesia dan tumbuh menjadi salah satu bank terbesar di Indonesia. Kami tak pernah berhenti menawarkan beragam solusi perbankan yang menjawab kebutuhan finansial nasabah dari berbagai kalangan. BCA terus bertumbuh dengan puluhan ribu karyawan yang tersebar di berbagai kantor BCA di seluruh Indonesia. Kami sadar bahwa sumber daya manusia merupakan salah satu kunci keberhasilan kami untuk terus menjaga kepercayaan dari para nasabah. Untuk itu kami selalu berusaha untuk menciptakan lingkungan kerja yang suportif dan nyaman serta selalu mendukung karyawan untuk terus berkembang dan memperluas keterampilan yang dimiliki. Tanggal Pendaftaran 25 February 2022 - 31 December 2022 Batas Usia 18 - 28 Tahun Lokasi Tes Bekasi Jakarta Surabaya Yogyakarta Lokasi Penempatan Banten Jakarta",https://id.indeed.com/rc/clk?jk=f02f5325e7e9c1a4&fccid=93aaef2fe478d4e3&vjs=3
Database Administrator,StrategArt,None,"Industry : Fintech Level : Individual Contributor LOCATION : Jakarta Job Description Analyze, tune and document schema and queries Patch and upgrade database management software Manage any database (AWS Aurora, MYSQL, Postgresql and other noSQL DB) schema evolutions required Troubleshoot new and existing database codes as needed Create, develop, and maintain database design documentation Backup and recovery Procedure",https://id.indeed.com/rc/clk?jk=2a28e54cd941bd7b&fccid=a53e648fb8dd887c&vjs=3
Database Administrator,1rstWAP,None,"Leading DBA sources say learning new technologies, database migration and consolidation, data deluge control and security are now the four new challenges for Database Administrators. Do you want to master these challenges? Then we have a position for a Database Administrator, who is keen to excel on database management in both IT and mobile worlds. If you want to master the development and implementation of the database part of business software for the enterprise including design, coding, testing and documentation, tuning, improving and maintaining existing database design, as well as monitoring database performance and stability, then we would like to hear from you hear from you. This position of a Database Administrator is ideal for a developer, keen on learning new things in the field of mobile connectivity and the interactivity of the mobile and IT sectors. This unique opportunity brings software development, lawful interception and telecommunication closer to each other. The person is expected to work and achieve results in a highly knowledgeable and cooperative team , in contact with our international clients and partners. As a Database Administrator, we expect the person to support the implemention of Java Server Applications within a team. Responsibilities Designing database schemas, Improving existing database designs, Bench-marking and optimizing queries, Developing high performance stored procedures, Managing and developing clustered/replicated database system using MySQL, Supporting tests as a database expert, Troubleshooting database related problems, Monitoring database performance, Writing documentation to describe program development, logic, coding, and corrections, Staying in line with current changes in technology by reading journals and other pertinent publications and participating in professional organizations, meetings and seminars, Designing and implementing backup, archive, migration and upgrade strategies. The Successful Candidate Will Be Bachelors degree in related field or equivalent work experience, 2+ years of previous development experience in any 3rd or 4th generation programming language, 2+ years of experience with MySQL/MariaDB, 1+ year experience with MySQL clusters, 1+ year experience with high performance / big data handling (e.g. Table Partitioning), Knowledge and experience of Percona, Big Data and Cassandra will be preferred, Being able to work in an interrupt-driven environment and to easily move from task to task while maintaining overall productivity, Being able to multi-task and work under pressure, Ability to be careful and thorough with detail, Being able to work both independently and in a collaborative environment, Communicating fluently in English, both verbally and in writing. We Offer A competitive remuneration package with social benefits, Additional family health insurance, Training and professional development, Career path in a rapidly growing company, Skilled co-workers to share experience with, A friendly working environment, Retirement Plan.   PT FIRST WAP INTERNATIONAL is a global leading company in digital, location & mobile advertising solutions with more than 17 years experience in the finance & banking, insurance manufacture, hotel, education and government segments. Our main office is located in  PT FIRST WAP INTERNATIONAL Millennium Centennial Center, 3rd Floor Jl. Jenderal Sudirman Kav. 25 12920 Jakarta Indonesia  Our Dubai branch is located in  FIRST WAP INTERNATIONAL DMCC Swiss Tower, Cluster Y, Jumeirah Lakes Towers P.O. Box 337192 Dubai, United Arab Emirates If you find this opportunity interesting, please apply with your CV to careers@1rstwap.com. We are eager to hear from you.",https://id.indeed.com/rc/clk?jk=1ff42dd1b193e2d0&fccid=b798dc470fff8109&vjs=3
Database Administrator,PT Rakhasa Artha Wisesa,None,"Contribute to impactful projects from start to finish  Creative and able to work as individual or part of a team  Design, propose, implement secure database  Proactively ensure the highest levels of database availability  Monitor and test database performance for potential bottlenecks, identify possible solutions, and work with developers to implement those fixes  Maintain security, backup, and redundancy strategies  Write and maintain custom scripts for automation and to increase system efficiency and lower the human intervention time on any tasks  Participate in the design of information and operational support systems  Provide 2nd and 3rd level support  Liaise with vendors and other IT personnel for problem resolution  Strong technical and analytical mindset with in-depth understanding of how database and online apps work  Excellent communication and interpersonal skills with ability to communicate with both technical and non-technical audiences.  Honest and always adapt to the latest technologies A minimum of 2 years’ experience in Database Administrator. Prior experience will include responsibility for integration testing administration and maintenance, change management tool administration and maintenance and establishing policy and procedures.  BS/MS degree in Computer Science, Engineering or a related subject  Mandatory: Have knowledge on common database engine, specially Postgres and MongoDB  Solid Cloud experience, preferably in GCP and AWS  Experience with DB query optimization, index, and SP  Experience with monitoring systems  Solid scripting skills (e.g., shell scripts, Perl, Ruby, Python)  Solid networking knowledge (OSI network layers, TCP/IP",https://id.indeed.com/rc/clk?jk=5d280ec5f4c30adc&fccid=a85814c65290ab5f&vjs=3
Database Administrator,Indomaret,None,Database Administrator Minimum 2 years of experience Requirements SQL MySQL Oracle Linux Major All Major,https://id.indeed.com/rc/clk?jk=59789e5ef1234127&fccid=ce5df78c551b0af5&vjs=3
Database Administrator,PT. PRIMA VISTA SOLUSI,None,"Bachelor's degree in Information Technology/System/related from reputable university with GPA > 3.00. Minimum 2 years experiences in managing database Strong analytical and excellent problem-solving skills Required language: English & Bahasa High experience with SQL database technologies such as Microsoft SQL Server, MySQL & PostgreSQL Has experience with relational database performance tuning and capacity planning on SQL based environments",https://id.indeed.com/rc/clk?jk=b6032acd35a94d9c&fccid=9232656d181d6b18&vjs=3
IT Database Administrator,PT. Jasa Teknologi Informasi IBM,None,"The ideal candidate for this should have a unique blend of soft skills, analytical skills, technical skills and agility. Someone who is proactive, dependency-aware and can transition seamlessly between a holistic, enterprise perspective and a critical attention to detail. Experience in IT/ Data Operation Management  Proficient in at least two of Database Platform i.e. MSSQL, DB2, PostgreSQL, TigerGraph, Informatica  Managing the database availability and performance, including incident and problem management  Creating and maintaining database standards and policies  Supporting database design, creation, and testing activities  Performing database housekeeping, such as tuning, indexing, etc.  Monitoring usage, transaction volumes, response times, concurrence levels, etc.  Designing database backup, archiving, and storage strategy  Willing to work on shift 24x7",https://id.indeed.com/rc/clk?jk=64f1fe76b710fc86&fccid=4c243eab964db905&vjs=3
DATABASE ADMINISTRATOR,PT. Kwadran Lima Mitra Kaya Solusi,Rp. 5.000.000 per bulan,"Usia < 35 tahun Pendidikan minimum D3 Pengalaman: minimum 2 tahun sebagai DBA Menguasai Ms Sql, Sql Cluster, Sql Replication/ha, Tuning Query, Function/Store Procedure Jenis Pekerjaan: Penuh Waktu Gaji: Dari Rp5.000.000 per bulan Pertimbangan COVID-19: Work From Home",https://id.indeed.com/company/PT.-Kwadran-Lima-Mitra-Kaya-Solusi/jobs/Database-Administrator-89fdc191ef637833?fccid=da60e4b01ff0659e&vjs=3
IT - Database Administrator,Indomaret,None,"Requirements GPA  3.00 Willing to work at Head Office Jakarta (Ancol & Kemayoran) 5 Working Days Monday - Friday (8 hours/day) Benefits Take Home Pay Up to Rp. 3.000.000/month Apartment Facility Transportation Facility Real Project Certificate   IT - Database Administrator Maintaining internal corporate database Requirements Database MySQL / Oracle /PostgreSQL, Linux OS Major Informatics Engineering Computer Science",https://id.indeed.com/rc/clk?jk=f27437a3c59ca5eb&fccid=ce5df78c551b0af5&vjs=3
It Database Administrator,OTO Group,None,"Memonitor semua server database, me-maintain dan tuning database, me-maintain access role dan security terhadap user yang akan mengakses ke dalam database. Pria/Wanita, Usia maks. 35 tahun* Pendidikan D3/S1 Teknik Informatika / Manajemen Informatika / Teknik Komputer* Menguasai Transact SQL script programming 2008/ 2012* Menguasai Trouble Shooting dan Performance Tuning* Memahami Windows 2008* Memahami RDBMS (Relational Data Base Management System) concept* Memahami HA (High Availability) di SQL Server* Memahami data Warehouse dan OLAP (Online Analytical Processing)* Memiliki sertifikasi MCSA (Microsoft Certified Information Solutions Associate) / sertifikasi MCITP (Microsoft Certified Information Technology Proffessional) SQL Server* Memiliki sertifikasi MCTS (Microsoft Certified Technology Specialist) / sertifikasi MTA (Microsoft Technology Associate) SQL Server* Dapat bekerja secara individual maupun di dalam tim* Dapat bekerja di bawah tekanan* Berpengalaman min. 2 tahun di bidang yang sama",https://id.indeed.com/rc/clk?jk=56869ff3830156e5&fccid=3f00a81684791f70&vjs=3
